id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
33,,HOMEUSDT,LONG,CLOSED,0.038552,0.038808,0.038808,638.228354276311,20.0,12764.567085526221,331099.99703066563,STRONG_BUY,0.3552,0.1558,0.0864,53.77,50.34,15.0019,15.2821,0.676,0.6806,BULLISH,0.2662,0.0368,24.6721,23.3482,54.4,59.7,55.9,0.1773,52.9,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,1.0297,0.8386,71.1,26.3,65.1,-0.2802,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0417,25.525992453983807,20.318579959780532,2.4944,0.7247,-0.001178,1.3156,0.9247,0.0958,0.0163,2026-06-01T00:34:00.603986,0.09926942830461888,122177108.989598,,0.0581,,,,,,,,,5.7440551884868,5.782197908144733,11.526253096631532,73.23534614321864,0.5737393650134864,1.8467707252541956,-0.06147994915958412,0.039299,0.038552,0.0,1.9043,1.6728,2026-06-01T00:38:26.519162,2026-06-01T00:33:58.645975,0.7275,NEVER,4,1.8,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.5737393650134864,0,,0.4072,1.9255,False,0.04151,0.0384,2026-06-01T01:24:51.826018,2026-06-01T01:02:06.242865,7.5828,-0.4843,44.9,22.14,21.11,0.491,7.4427,5.1341,22.11,-0.2404,16.56,2.644,,,,,2026-06-01T01:00:36.365426,0.0682,,,,1.0513,1.8373,2.2782,3.4144,3.2535,2026-06-01T00:34:11.304741,,2026-06-01T00:35:35.339464,0.4985501400705489,,,2026-06-01T00:41:18.404748,0.6544,2026-06-01T00:41:19.414151,0.7141,2026-06-01T00:41:19.414151,0.7141,2026-06-01T00:41:29.546023,0.4366,2026-06-01T00:41:29.546023,0.4366,2026-06-01T00:41:29.546023,0.4366,2026-06-01T00:39:57.584227,0.6285,False,,,,False,,,,,,,,,,,,,2026-06-01T00:33:58,2026-06-01T00:39:57.251126,TRAILING_STOP L4,TAKER_FALLBACK,TAKER,True,
32,,PUNDIXUSDT,LONG,CLOSED,0.1447,0.145,0.1451,638.228354276311,20.0,12764.567085526221,88214.00888407894,STRONG_BUY,0.1572,0.1023,0.0344,57.58,46.52,19.6939,21.0946,0.4284,0.4302,BULLISH,0.0955,0.0497,24.6721,23.3482,60.4,59.7,55.9,0.1651,55.9,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7574,0.8671,68.4,28.9,79.5,-1.4007,3.0,HEALTHY_BULL,STRONG_BULL,,0.0557,18.044959515016362,17.516738172647877,0.7473,0.0918,-0.001178,0.2417,0.5675,0.2113,0.0291,2026-06-01T00:42:12.452364,0.04815480304077797,67249540.3379,,0.0991,,,,,,,,,5.7440551884868,5.75596407968615,11.500019268172949,14.964183397050267,0.11723220456115739,0.5316966136834913,-0.8498514167242501,0.1456,0.1447,0.0,0.7385,0.4176,2026-06-01T00:51:25.735195,2026-06-01T00:32:26.595704,-0.057,RECOVERED,2,0.9,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.11723220456115739,0,,0.3047,0.4406,True,0.1474,0.1389,2026-06-01T01:02:46.927166,2026-06-01T01:09:01.946942,1.7759,-4.0983,10.04,16.29,11.37,-1.2648,-2.3706,1.7759,17.39,-3.5454,9.33,0.9466,,,12.39,-2.647,2026-06-01T01:00:38.394585,0.8775,,,,0.3247,0.6702,0.8084,-2.3015,-2.647,2026-06-01T00:51:25.735222,0.18630960608155592,,,,,2026-06-01T00:56:22.158612,0.4629,2026-06-01T00:55:39.675191,0.6011,2026-06-01T00:56:22.158612,0.4629,2026-06-01T00:56:19.137095,0.4629,2026-06-01T00:56:19.137095,0.4629,2026-06-01T00:56:18.130661,0.3938,2026-06-01T00:56:38.261454,0.4629,False,,,,False,,,,,,,,,,,,,2026-06-01T00:31:37,2026-06-01T00:52:44.016429,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
31,,AVAXUSDT,SHORT,CLOSED,8.921,8.973,8.973,654.0102181599824,20.0,13080.204363199648,1466.22624853712,VERY_STRONG,0.1152,0.0958,0.051,40.54,45.26,34.2458,36.8449,0.1898,-0.1895,BEARISH,-0.085,-0.0974,31.4094,32.2663,31.0,31.1,55.1,0.1447,41.7,56.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7876,0.7869,26.3,71.1,10.0,-2.599,2.0,STRONG_BEAR,HEALTHY_BEAR,,0.02,22.91153275710251,23.122510507559365,0.2431,0.2743,2.3e-05,0.3295,-0.3359,-0.3043,0.0042,,,78388714.116,,-0.0159,2026-05-31T23:52:19.937146,-0.4667,,,2026-05-31T23:52:19.937146,-0.4667,,,2.354436785375937,5.92040165765561,8.274838443031546,-84.5186033669638,-0.6461565967940969,0.08278914919851925,-0.6798002466091415,8.921,8.908,0.0,,,,2026-05-31T23:55:53.410994,-0.3106,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,UNMATCHED,False,-0.38822194821208295,,0,,-0.1799,0.2076,True,9.065,8.97,2026-06-01T00:30:12.326804,2026-05-31T23:59:15.410469,-0.6123,-1.6772,34.18,3.23,11.52,-0.7468,-1.4081,0.0,30.22,-1.1055,26.1,-1.027,,,11.52,-0.7468,2026-06-01T00:07:33.025756,-0.7468,,,,-0.6795,-0.7019,-0.6571,-0.8925,-1.1055,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-31T23:52:20.142894,-0.4667,2026-05-31T23:52:33.242666,-0.4667,,,-0.1527,5.09,-0.1527,5.09,2026-05-31T23:41:06,2026-05-31T23:56:01.576008,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
30,,TAOUSDT,SHORT,CLOSED,254.77,256.37,256.32,654.0102181599824,20.0,13080.204363199648,51.341226844603554,VERY_STRONG,0.1779,0.1365,0.0744,38.75,49.11,34.1758,36.2881,0.332,-0.3309,BEARISH,-0.112,-0.0604,31.5791,33.1995,34.4,37.1,60.9,0.1411,44.0,56.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7314,1.0874,28.9,60.5,12.0,-2.1123,2.0,STRONG_BEAR,HEALTHY_BEAR,,0.0693,19.04089712527734,21.782518857071985,0.3434,0.3398,2.3e-05,0.4068,-0.5411,-0.267,0.0139,2026-05-31T23:52:16.092968,-0.3496618911174745,96254993.18,,-0.0202,2026-05-31T23:55:50.758451,-0.4714,,,2026-05-31T23:55:56.587569,-0.4871,,,2.354436785375937,5.9230576467679565,8.277494432143893,-90.42345738350929,-0.6913000353259781,0.22758876633826947,-0.6913000353259781,254.77,254.03,0.0,,,,2026-06-01T00:03:01.083096,-0.3276,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,UNMATCHED,False,-0.4713950229618841,,0,,-0.3276,0.0634,True,258.65,256.09,2026-06-01T00:46:15.402363,2026-06-01T00:12:38.411412,-0.5811,-1.5859,43.24,9.62,4.57,-0.6596,-1.4564,0.0,13.1,-1.06,13.1,-1.06,,,4.57,-0.6596,2026-06-01T00:07:35.053428,-0.6596,,,,-0.9344,-0.9461,-0.7852,-0.899,-0.9265,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-31T23:52:16.114106,-0.3457,2026-05-31T23:52:33.240606,-0.334,,,-0.2711,12.15,-0.4989,20.96,2026-05-31T23:37:03,2026-06-01T00:03:01.085984,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
29,,NEARUSDT,SHORT,CLOSED,2.304,2.29,2.29,654.0102181599824,20.0,13080.204363199648,5677.172032638737,VERY_STRONG,0.1487,0.1856,0.0894,42.53,49.19,34.7145,37.1595,0.4556,-0.4535,BEARISH,-0.1158,-0.0604,31.5791,33.1995,34.4,37.1,60.9,0.1411,44.0,56.5,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.7314,0.5459,28.9,60.5,31.4,-2.4451,2.0,STRONG_BEAR,BEAR_EXHAUSTED,,0.0693,18.551913573447052,17.49620910413062,0.7002,0.759,2.3e-05,0.9993,-0.7271,-0.267,0.0139,2026-05-31T23:39:10.415125,0.08368923611111129,333035263.789,,0.0143,,,,,,,,,5.886091963439841,5.850325779634218,11.73641774307406,67.74399071386706,0.5179123263888799,0.5179123263888799,-0.13342230902779229,2.304,2.29,0.0,0.8545,-0.827,2026-05-31T23:42:25.225698,2026-05-31T23:37:42.779595,0.6299,NEVER,1,0.45,,True,,False,,,,1.0,1.0,,False,,,0,,0.8545,-0.827,False,2.355,2.289,2026-06-01T00:27:26.156198,2026-05-31T23:42:36.169574,0.561,-2.3035,45.01,0.17,25.14,-1.3053,-2.3035,0.0,43.82,-2.0431,41.8,-1.7827,,,25.14,-1.3053,2026-06-01T00:07:34.035133,-1.3053,,,,0.3006,0.2138,0.1704,-1.0883,-1.6091,2026-05-31T23:42:25.225749,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-31T23:36:57,2026-05-31T23:42:25.682030,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
28,,HOMEUSDT,LONG,CLOSED,0.038275,0.038228,0.038228,657.2384566931851,20.0,13144.769133863701,343429.63119173615,STRONG_BUY,0.4408,0.1528,0.0858,58.42,50.06,21.3992,22.162,0.7348,0.7403,BULLISH,0.2035,0.0635,35.5582,33.7698,66.2,69.7,57.9,0.1305,59.9,56.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,0.9685,0.5028,76.3,18.4,50.5,-0.7629,5.0,STRONG_BULL,STRONG_BULL,,0.204,22.85052211902074,18.143608351150124,1.7118,1.0845,2.3e-05,1.9947,0.9807,0.1477,0.0659,2026-05-31T23:10:15.329497,0.0954161985630168,111915569.425466,,0.1958,,,,,,,,,5.915146110238665,5.907882573538959,11.823028683777626,-27.964221349791067,-0.21274030045723152,0.6516647942521216,-0.5182853037230684,0.038559,0.038275,0.0,1.1787,0.9837,2026-05-31T23:10:56.964206,2026-05-31T23:07:45.284611,0.3051,NEVER,1,0.45,,True,,False,,,,1.0,1.0,,False,,-0.21274030045723152,0,,0.3231,0.9837,False,0.039456,0.037306,2026-05-31T23:22:55.567435,2026-05-31T23:51:17.402992,2.9956,-2.6217,11.57,39.94,41.2,-2.154,-0.7562,0.0,41.2,-2.154,,,,,41.2,-2.154,2026-05-31T23:52:33.245764,-2.154,,,,-0.4662,-1.0933,-0.299,0.8323,-0.2076,2026-05-31T23:10:56.845047,0.19987602873938595,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-31T23:07:33,2026-05-31T23:11:21.086711,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
27,,INJUSDT,LONG,CLOSED,6.525,6.549,6.556,647.7089457669584,20.0,12954.17891533917,1985.3147762971905,VERY_STRONG,0.3562,0.0761,0.1116,59.36,50.73,22.9094,23.497,0.2105,0.2109,BULLISH,0.1343,0.0631,29.766,29.5499,66.2,68.3,59.2,0.116,57.3,54.2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,0.8517,0.6168,81.6,18.4,66.9,-0.5876,5.0,STRONG_BULL,STRONG_BULL,,0.1746,24.17286006244841,17.768069972320298,0.5939,0.4828,2.3e-05,0.6811,0.3991,0.1549,0.033,2026-05-31T22:42:01.968413,,83871177.4232,,0.1675,,,,,,,,,5.829380511902626,5.850821911486635,11.680202423389261,35.96735220774335,0.277650574712644,0.6453011494252879,-0.1819126436781644,6.573,6.525,0.0,0.6532,0.612,2026-05-31T22:45:00.701332,2026-05-31T22:39:04.215597,0.1135,NEVER,2,0.9,,True,,False,,,,1.0,1.0,,False,,0.277650574712644,0,,0.135,0.562,True,6.644,6.494,2026-05-31T23:04:04.340916,2026-05-31T23:31:23.076539,1.7338,-0.5651,17.24,44.55,35.78,-0.0287,-0.4731,1.7338,4.34,0.3085,35.78,-0.0287,,,35.78,-0.0287,2026-05-31T23:20:08.371412,0.3544,,,,0.4924,0.615,0.523,0.7223,0.7682,2026-05-31T22:42:54.087354,,,,,,2026-05-31T22:49:09.573143,0.3851,2026-05-31T22:49:10.578368,0.3851,2026-05-31T22:49:13.591295,0.3544,2026-05-31T22:49:10.578368,0.3851,2026-05-31T22:49:17.608002,0.3238,2026-05-31T22:49:26.647322,0.2931,2026-05-31T22:49:19.617750,0.3391,False,,,,False,,,,,,,,,,,,,2026-05-31T22:36:07,2026-05-31T22:46:49.555799,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
26,,IDUSDT,LONG,CLOSED,0.03825,0.03835,0.03838,641.0056190319833,20.0,12820.112380639666,335166.3367487494,STRONG_BUY,0.461,0.1108,0.1645,64.49,60.81,16.7469,16.127,0.1593,0.1596,BULLISH,0.1882,0.0344,22.6734,21.1841,62.3,61.2,46.4,0.0783,45.5,37.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.6098,0.5042,76.9,20.5,93.7,0.6199,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0082,22.43442040804767,13.516730770224097,0.444,0.2742,5e-05,0.3981,0.4355,0.0795,-0.0737,2026-05-31T20:35:21.646291,,93686345.46204,,0.023,,,,,,,,,5.76905057128785,5.784133056441544,11.553183627729393,21.963450047146512,0.171320261437916,0.5371686274509911,-0.32518823529411717,0.03849,0.03825,0.0,0.4669,0.344,2026-05-31T20:39:08.987301,2026-05-31T20:27:05.370515,-0.1285,RECOVERED,2,0.9,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.171320261437916,0,,0.0197,0.2784,True,0.0385,0.03797,2026-05-31T20:45:42.222458,2026-05-31T21:27:24.659060,0.5636,-0.822,2.89,44.59,33.1,-0.2207,-0.822,0.0,37.58,-0.4822,43.64,-0.7959,,,33.45,-0.3253,2026-05-31T21:15:55.021403,-0.2207,,,,0.3544,0.4329,0.3022,-0.456,-0.3776,2026-05-31T20:38:43.515519,0.1974522875816967,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,-0.0116,7.09,2026-05-31T20:26:17,2026-05-31T20:42:49.066737,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
25,,FETUSDT,SHORT,CLOSED,0.2615,0.2601,0.2601,1183.3900872353645,30.0,35501.70261706093,135761.76909009917,VERY_STRONG,0.7505,0.2408,0.2536,29.68,37.56,31.0871,29.4618,0.66,-0.6557,BEARISH,-0.3419,-0.0394,33.7609,33.3771,43.2,43.3,40.9,0.107,33.0,37.3,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,C1,,,0.7539,1.3736,23.1,74.4,10.0,1.6252,3.0,STRONG_BEAR,STRONG_BEAR,,-0.1744,9.744394215891349,31.039744334823038,0.7854,-0.5481,5e-05,-0.8793,-1.1463,-0.0354,-0.1195,2026-05-31T17:02:12.924673,0.09003250478011911,99760986.8966,,-0.1661,,,,,,,,,6.390306471070968,15.890236263150655,22.280542734221623,167.78593399191888,0.4726137667304063,0.893453154875718,-0.3308068833651925,0.2615,0.259,0.0,1.3836,-0.7992,2026-05-31T17:02:41.813603,2026-05-31T17:00:46.673538,0.3529,NEVER,2,0.9,,True,,False,,,,2.0,1.5,C1,False,,0.4726137667304063,0,,0.9549,-0.7992,False,0.2637,0.2595,2026-05-31T17:47:05.160838,2026-05-31T17:12:55.330837,0.7018,-0.9043,44.38,10.22,28.83,-0.6749,-0.8278,0.7018,7.73,0.2047,44.97,-0.8278,,,28.96,-0.7131,2026-05-31T17:16:01.929177,-0.3307,,,,0.5489,0.3577,0.3194,-0.5219,-0.8661,2026-05-31T17:02:41.713646,,,,,,2026-05-31T17:05:24.137164,0.2429,2026-05-31T17:05:20.114309,0.2047,2026-05-31T17:05:22.125926,0.2429,2026-05-31T17:05:17.095702,0.2429,2026-05-31T17:05:19.108141,0.2429,2026-05-31T17:05:15.084644,0.2429,2026-05-31T17:05:21.120151,0.2429,False,,,,False,,,,,,,,,,,,,2026-05-31T17:00:22,2026-05-31T17:02:41.829677,TRAILING_STOP L1,MAKER,TAKER,True,
24,,ALGOUSDT,SHORT,CLOSED,0.1257,0.1255,0.1254,1183.3900872353645,30.0,35501.70261706093,282432.0017268173,VERY_STRONG,0.7092,0.1626,0.2366,33.67,40.77,30.2161,29.0859,0.5255,-0.5227,BEARISH,-0.2613,-0.0416,33.7609,33.3771,41.9,43.3,40.9,0.1071,32.5,37.3,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,C1,,,0.6282,0.6244,23.7,73.7,2.2,1.1301,4.0,STRONG_BEAR,STRONG_BEAR,,-0.1767,13.391966874169889,35.22462050636573,0.6787,-0.7681,-0.001343,-1.1599,-0.9195,-0.0549,-0.1214,2026-05-31T16:59:55.712668,0.0961805887032663,42578340.9926,,-0.1689,,,,,,,,,6.390306471070968,15.950347297522006,22.340653768592972,34.145746576772105,0.0961805887032663,0.494132060461421,-0.46095147175815465,0.1257,0.125,0.0,1.008,-0.3109,2026-05-31T17:00:41.247218,2026-05-31T16:59:02.741516,0.1532,NEVER,1,0.45,,True,,False,,,,2.0,1.5,C1,False,,0.0961805887032663,0,,0.6056,-0.3109,False,0.1265,0.1245,2026-05-31T17:38:21.387425,2026-05-31T17:07:17.803638,0.8917,-0.6994,37.33,6.27,36.56,-0.3812,-0.2221,0.8917,10.42,0.2552,16.45,0.0166,,,36.56,-0.3812,2026-05-31T17:16:00.910099,0.2552,,,,0.0166,0.1757,0.7325,0.3348,-0.3017,,,,,,,2026-05-31T17:08:19.330958,0.4939,2026-05-31T17:06:43.615680,0.653,2026-05-31T17:08:19.330958,0.4939,2026-05-31T17:08:23.351147,0.4143,2026-05-31T17:08:26.368534,0.4143,2026-05-31T17:08:31.393708,0.5734,2026-05-31T17:08:26.368534,0.4143,False,,,,False,,,,,,,,,,,,,2026-05-31T16:58:00,2026-05-31T17:01:01.239760,TRAILING_STOP L1,MAKER,TAKER,True,
23,,TAOUSDT,SHORT,CLOSED,254.67000000000002,253.95,253.66,585.0785352673852,20.0,11701.570705347704,45.94797465483843,STRONG_BUY,0.5221,0.1715,0.1878,27.77,41.5,28.271,25.4376,0.3532,-0.3519,BEARISH,-0.2221,-0.0352,22.1415,20.1824,35.4,42.6,44.3,0.0789,42.2,46.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.8713,1.3125,18.4,76.3,9.3,2.8334,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0475,7.177288839158129,33.960144799657535,0.3309,-0.2287,1e-06,-0.3763,-0.7097,-0.116,-0.0276,2026-05-31T14:18:15.406103,,88720287.06,,-0.0771,,,,,,,,,2.106282726962587,5.250819673618299,7.357102400580885,25.72543935090404,0.21984603604665934,0.4712647347547861,-0.3615597047159033,254.67000000000002,253.31,0.0,0.8604,-0.4887,2026-05-31T14:18:18.042962,2026-05-31T14:15:30.582851,0.0507,NEVER,1,0.45,,True,,False,,,,1.0,1.0,W1,False,,0.21984603604665934,0,,0.6771,-0.4179,False,254.08,252.38,2026-05-31T14:18:22.711334,2026-05-31T14:28:05.576600,0.8362,0.1687,0.0,9.72,,,0.7027,,7.99,0.5103,15.01,0.5456,,,,,,,,,,0.4671,0.5731,0.4514,0.5456,0.5339,,,,,,,2026-05-31T14:21:05.114503,0.4435,2026-05-31T14:21:03.101483,0.4318,2026-05-31T14:21:07.129324,0.31,2026-05-31T14:21:09.145412,0.3611,2026-05-31T14:21:09.145412,0.3611,2026-05-31T14:21:09.145412,0.3611,2026-05-31T14:21:09.145412,0.3611,False,,,,False,,,,,,,,,,,,,2026-05-31T14:15:17,2026-05-31T14:18:22.136726,TRAILING_STOP L1,MAKER,TAKER,True,
22,,DOTUSDT,SHORT,CLOSED,1.184,1.18,1.179,548.779466701764,20.0,10975.589334035281,9269.923424016286,STRONG_BUY,0.356,0.1238,0.1358,28.87,30.32,27.9204,26.9343,0.2325,-0.232,BEARISH,-0.1576,-0.0332,21.771,20.1824,36.8,42.6,44.3,0.0733,43.0,46.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.8312,1.2822,18.4,73.7,6.3,0.9862,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0453,10.072047052183517,23.921006004880763,0.3009,-0.0627,1e-06,-0.1691,-0.4909,-0.0979,-0.0258,2026-05-31T14:14:53.928311,,37913736.752,,-0.0475,,,,,,,,,1.9756060801263509,4.922329338152648,6.8979354182789985,30.18175827778618,0.2749898648648652,0.5284822635135048,-0.1474974662162257,1.184,1.177,0.0,0.7434,-0.2768,2026-05-31T14:14:55.251914,2026-05-31T14:14:41.498614,0.0633,NEVER,1,0.45,,True,,False,,,,1.0,1.0,W1,False,,0.2749898648648652,0,,0.4873,-0.2768,False,1.18,1.166,2026-05-31T14:14:55.600662,2026-05-31T14:20:46.886349,1.4573,0.2748,0.0,5.85,,,0.9505,,20.47,0.8661,8.43,0.9505,,,,,,,,,,0.4438,0.5282,1.035,1.1194,1.2039,2026-05-31T14:14:55.251956,,,,,,2026-05-31T14:20:57.967347,1.035,2026-05-31T14:20:59.981075,1.035,2026-05-31T14:20:59.981075,1.035,2026-05-31T14:21:10.152182,1.1194,2026-05-31T14:21:10.152182,1.1194,2026-05-31T14:21:10.152182,1.1194,2026-05-31T14:21:10.152182,1.1194,False,,,,False,,,,,,,,,,,,,2026-05-31T14:14:15,2026-05-31T14:14:55.275006,TRAILING_STOP L1,MAKER,TAKER,True,
21,,RENDERUSDT,SHORT,CLOSED,2.052,2.043,2.041,1097.558933403528,30.0,32926.76800210584,16046.183236893685,STRONG_BUY,0.5295,0.1698,0.1872,30.91,32.77,25.076,22.8809,0.3509,-0.3497,BEARISH,-0.2566,-0.0332,21.771,20.1824,36.8,42.6,44.3,0.0733,43.0,46.8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,C1,,,0.8312,1.6876,18.4,73.7,5.4,2.1951,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0453,8.920586512756898,29.539977763115914,0.4308,-0.3383,1e-06,-0.5882,-0.7051,-0.0979,-0.0258,2026-05-31T14:14:53.331285,,42811305.9699,,-0.0475,,,,,,,,,14.817045600947628,14.75205855883821,29.569104159785837,114.84654497225569,0.34879385964911785,0.6413230994152108,-0.18750974658868322,2.052,2.037,0.0,1.2377,-0.5517,2026-05-31T14:14:54.768014,2026-05-31T14:14:36.849995,0.3998,NEVER,1,0.45,,True,,False,,,,2.0,1.5,C1,False,,0.34879385964911785,0,,0.9404,-0.5517,False,2.049,2.015,2026-05-31T14:15:38.958907,2026-05-31T14:44:22.925178,1.7131,0.0562,0.72,29.45,,,1.2258,,20.47,1.0309,16.45,1.2745,,,,,,,,,,0.2511,0.3973,1.1283,1.372,1.4207,2026-05-31T14:14:54.760623,,,,,,2026-05-31T14:17:38.470863,0.2999,2026-05-31T14:17:38.470863,0.2999,2026-05-31T14:17:38.470863,0.2999,2026-05-31T14:17:40.490255,0.2511,2026-05-31T14:17:42.510305,0.2024,2026-05-31T14:17:41.500576,0.2024,2026-05-31T14:21:20.236833,0.9334,False,,,,False,,,,,,,,,,,,,2026-05-31T14:14:03,2026-05-31T14:14:55.688651,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
